Measure_code,AIRA_SIMPLE,COUNTRY_REGION
AIRA_19,NO,TUR
AIRA_19,NO,TJK
AIRA_19,NO,UKR
AIRA_19,NO,GBR
AIRA_19,NO,UZB
AIRA_19,,BIH
AIRA_19,,MCO
AIRA_19,,TKM
AIRA_20,YES,ALB
AIRA_20,NO,AND
AIRA_20,NO,ARM
AIRA_20,NO,AUT
AIRA_20,NO,AZE
AIRA_20,NO,BLR
AIRA_20,YES,BEL
AIRA_20,NO,BGR
AIRA_20,NO,HRV
AIRA_20,NO,CYP
AIRA_20,NO,CZE
AIRA_20,NO,DNK
AIRA_20,NO,EST
AIRA_20,NO,FIN
AIRA_20,NO,FRA
AIRA_20,NO,GEO
AIRA_20,NO,DEU
AIRA_20,YES,GRC
AIRA_20,NO,HUN
AIRA_20,NO,ISL
AIRA_20,NO,IRL
AIRA_20,NO,ISR
AIRA_20,YES,ITA
AIRA_20,NO,KAZ
AIRA_20,NO,KGZ
AIRA_20,NO,LVA
AIRA_20,NO,LTU
AIRA_20,NO,LUX
AIRA_20,NO,MLT
AIRA_20,NO,MNE
AIRA_20,YES,NLD
AIRA_20,NO,MKD
AIRA_20,YES,NOR
AIRA_20,NO,POL
AIRA_20,NO,PRT
AIRA_20,NO,MDA
AIRA_20,NO,ROU
AIRA_20,YES,RUS
AIRA_20,NO,SMR
AIRA_20,NO,SRB
AIRA_20,NO,SVK
AIRA_20,NO,SVN
AIRA_20,YES,ESP
AIRA_20,NO,SWE
AIRA_20,NO,CHE
AIRA_20,YES,TUR
AIRA_20,NO,TJK
AIRA_20,NO,UKR
AIRA_20,NO,GBR
AIRA_20,YES,UZB
AIRA_20,,BIH
AIRA_20,,MCO
AIRA_20,,TKM
AIRA_21,YES,ALB
AIRA_21,NO,AND
AIRA_21,NO,ARM
AIRA_21,NO,AUT
AIRA_21,NO,AZE
AIRA_21,NO,BLR
AIRA_21,NO,BEL
AIRA_21,NO,BGR
AIRA_21,NO,HRV
AIRA_21,NO,CYP
AIRA_21,NO,CZE
AIRA_21,NO,DNK
AIRA_21,NO,EST
AIRA_21,NO,FIN
AIRA_21,NO,FRA
AIRA_21,NO,GEO
AIRA_21,NO,DEU
AIRA_21,NO,GRC
AIRA_21,NO,HUN
AIRA_21,NO,ISL
AIRA_21,NO,IRL
AIRA_21,NO,ISR
AIRA_21,NO,ITA
AIRA_21,NO,KAZ
AIRA_21,NO,KGZ
AIRA_21,NO,LVA
AIRA_21,NO,LTU
AIRA_21,NO,LUX
AIRA_21,NO,MLT
AIRA_21,YES,MNE
AIRA_21,NO,NLD
AIRA_21,NO,MKD
AIRA_21,NO,NOR
AIRA_21,NO,POL
AIRA_21,NO,PRT
AIRA_21,NO,MDA
AIRA_21,NO,ROU
AIRA_21,YES,RUS
AIRA_21,NO,SMR
AIRA_21,YES,SRB
AIRA_21,NO,SVK
AIRA_21,NO,SVN
AIRA_21,YES,ESP
AIRA_21,NO,SWE
AIRA_21,NO,CHE
AIRA_21,NO,TUR
AIRA_21,NO,TJK
AIRA_21,NO,UKR
AIRA_21,NO,GBR
AIRA_21,NO,UZB
AIRA_21,,BIH
AIRA_21,,MCO
AIRA_21,,TKM
AIRA_22,NO,ALB
AIRA_22,NO,AND
AIRA_22,NO,ARM
AIRA_22,NO,AUT
AIRA_22,NO,AZE
AIRA_22,NO,BLR
AIRA_22,NO,BEL
AIRA_22,NO,BGR
AIRA_22,NO,HRV
AIRA_22,NO,CYP
AIRA_22,NO,CZE
AIRA_22,NO,DNK
AIRA_22,NO,EST
AIRA_22,NO,FIN
AIRA_22,NO,FRA
AIRA_22,NO,GEO
AIRA_22,NO,DEU
AIRA_22,NO,GRC
AIRA_22,NO,HUN
AIRA_22,NO,ISL
AIRA_22,NO,IRL
AIRA_22,NO,ISR
AIRA_22,NO,ITA
AIRA_22,NO,KAZ
AIRA_22,NO,KGZ
AIRA_22,NO,LVA
AIRA_22,NO,LTU
AIRA_22,NO,LUX
AIRA_22,NO,MLT
AIRA_22,NO,MNE
AIRA_22,NO,NLD
AIRA_22,NO,MKD
AIRA_22,NO,NOR
AIRA_22,NO,POL
AIRA_22,NO,PRT
AIRA_22,NO,MDA
AIRA_22,NO,ROU
AIRA_22,YES,RUS
AIRA_22,NO,SMR
AIRA_22,NO,SRB
AIRA_22,NO,SVK
AIRA_22,NO,SVN
AIRA_22,YES,ESP
AIRA_22,YES,SWE
AIRA_22,NO,CHE
AIRA_22,NO,TUR
AIRA_22,NO,TJK
AIRA_22,NO,UKR
AIRA_22,NO,GBR
AIRA_22,NO,UZB
AIRA_22,,BIH
AIRA_22,,MCO
AIRA_22,,TKM
AIRA_23,NO,ALB
AIRA_23,NO,AND
AIRA_23,NO,ARM
AIRA_23,NO,AUT
AIRA_23,NO,AZE
AIRA_23,NO,BLR
AIRA_23,NO,BEL
AIRA_23,NO,BGR
AIRA_23,NO,HRV
AIRA_23,NO,CYP
AIRA_23,NO,CZE
AIRA_23,NO,DNK
AIRA_23,NO,EST
AIRA_23,NO,FIN
AIRA_23,NO,FRA
AIRA_23,NO,GEO
AIRA_23,NO,DEU
AIRA_23,NO,GRC
AIRA_23,NO,HUN
AIRA_23,NO,ISL
AIRA_23,NO,IRL
AIRA_23,NO,ISR
AIRA_23,NO,ITA
AIRA_23,NO,KAZ
AIRA_23,NO,KGZ
AIRA_23,NO,LVA
AIRA_23,NO,LTU
AIRA_23,NO,LUX
AIRA_23,NO,MLT
AIRA_23,NO,MNE
AIRA_23,NO,NLD
AIRA_23,NO,MKD
AIRA_23,NO,NOR
AIRA_23,NO,POL
AIRA_23,NO,PRT
AIRA_23,NO,MDA
AIRA_23,NO,ROU
AIRA_23,YES,RUS
AIRA_23,NO,SMR
AIRA_23,NO,SRB
AIRA_23,NO,SVK
AIRA_23,NO,SVN
AIRA_23,NO,ESP
AIRA_23,NO,SWE
AIRA_23,NO,CHE
AIRA_23,NO,TUR
AIRA_23,NO,TJK
AIRA_23,NO,UKR
AIRA_23,NO,GBR
AIRA_23,NO,UZB
AIRA_23,,BIH
AIRA_23,,MCO
AIRA_23,,TKM
AIRA_24,NO,ALB
AIRA_24,NO,AND
AIRA_24,NO,ARM
AIRA_24,NO,AUT
AIRA_24,NO,AZE
AIRA_24,NO,BLR
AIRA_24,YES,BEL
AIRA_24,NO,BGR
AIRA_24,NO,HRV
AIRA_24,NO,CYP
AIRA_24,NO,CZE
AIRA_24,NO,DNK
AIRA_24,NO,EST
AIRA_24,NO,FIN
AIRA_24,NO,FRA
AIRA_24,NO,GEO
AIRA_24,NO,DEU
AIRA_24,NO,GRC
AIRA_24,NO,HUN
AIRA_24,NO,ISL
AIRA_24,NO,IRL
AIRA_24,NO,ISR
AIRA_24,NO,ITA
AIRA_24,NO,KAZ
AIRA_24,NO,KGZ
AIRA_24,NO,LVA
AIRA_24,NO,LTU
AIRA_24,NO,LUX
AIRA_24,NO,MLT
AIRA_24,NO,MNE
AIRA_24,NO,NLD
AIRA_24,NO,MKD
AIRA_24,NO,NOR
AIRA_24,NO,POL
AIRA_24,NO,PRT
AIRA_24,NO,MDA
AIRA_24,NO,ROU
AIRA_24,YES,RUS
AIRA_24,NO,SMR
AIRA_24,NO,SRB
AIRA_24,NO,SVK
AIRA_24,NO,SVN
AIRA_24,NO,ESP
AIRA_24,NO,SWE
AIRA_24,NO,CHE
AIRA_24,NO,TUR
AIRA_24,NO,TJK
AIRA_24,NO,UKR
AIRA_24,NO,GBR
AIRA_24,NO,UZB
AIRA_24,,BIH
AIRA_24,,MCO
AIRA_24,,TKM
AIRA_25,YES,ALB
AIRA_25,YES,AND
AIRA_25,NO,ARM
AIRA_25,NO,AUT
AIRA_25,NO,AZE
AIRA_25,NO,BLR
AIRA_25,YES,BEL
AIRA_25,NO,BGR
AIRA_25,YES,HRV
AIRA_25,YES,CYP
AIRA_25,YES,CZE
AIRA_25,NO,DNK
AIRA_25,YES,EST
AIRA_25,YES,FIN
AIRA_25,YES,FRA
AIRA_25,DNK,GEO
AIRA_25,YES,DEU
AIRA_25,DNK,GRC
AIRA_25,NO,HUN
AIRA_25,NO,ISL
AIRA_25,NO,IRL
AIRA_25,YES,ISR
AIRA_25,NO,ITA
AIRA_25,YES,KAZ
AIRA_25,DNK,KGZ
AIRA_25,YES,LVA
AIRA_25,NO,LTU
AIRA_25,YES,LUX
AIRA_25,YES,MLT
AIRA_25,YES,MNE
AIRA_25,YES,NLD
AIRA_25,YES,MKD
AIRA_25,DNK,NOR
AIRA_25,YES,POL
AIRA_25,NO,PRT
AIRA_25,YES,MDA
AIRA_25,NO,ROU
AIRA_25,YES,RUS
AIRA_25,NO,SMR
AIRA_25,NO,SRB
AIRA_25,NO,SVK
AIRA_25,DNK,SVN
AIRA_25,YES,ESP
AIRA_25,YES,SWE
AIRA_25,DNK,CHE
AIRA_25,YES,TUR
AIRA_25,YES,TJK
AIRA_25,NO,UKR
AIRA_25,YES,GBR
AIRA_25,YES,UZB
AIRA_25,,BIH
AIRA_25,,MCO
AIRA_25,,TKM
AIRA_26,DNK,ALB
AIRA_26,YES,AND
AIRA_26,YES,ARM
AIRA_26,NO,AUT
AIRA_26,DNK,AZE
AIRA_26,NO,BLR
AIRA_26,YES,BEL
AIRA_26,NO,BGR
AIRA_26,YES,HRV
AIRA_26,NO,CYP
AIRA_26,NO,CZE
AIRA_26,YES,DNK
AIRA_26,YES,EST
AIRA_26,YES,FIN
AIRA_26,YES,FRA
AIRA_26,DNK,GEO
AIRA_26,DNK,DEU
AIRA_26,DNK,GRC
AIRA_26,YES,HUN
AIRA_26,YES,ISL
AIRA_26,NO,IRL
AIRA_26,YES,ISR
AIRA_26,DNK,ITA
AIRA_26,YES,KAZ
AIRA_26,DNK,KGZ
AIRA_26,NO,LVA
AIRA_26,DNK,LTU
AIRA_26,NO,LUX
AIRA_26,YES,MLT
AIRA_26,NO,MNE
AIRA_26,YES,NLD
AIRA_26,DNK,MKD
AIRA_26,YES,NOR
AIRA_26,DNK,POL
AIRA_26,YES,PRT
AIRA_26,YES,MDA
AIRA_26,YES,ROU
AIRA_26,YES,RUS
AIRA_26,NO,SMR
AIRA_26,YES,SRB
AIRA_26,DNK,SVK
AIRA_26,DNK,SVN
AIRA_26,YES,ESP
AIRA_26,YES,SWE
AIRA_26,DNK,CHE
AIRA_26,YES,TUR
AIRA_26,YES,TJK
AIRA_26,DNK,UKR
AIRA_26,YES,GBR
AIRA_26,DNK,UZB
AIRA_26,,BIH
AIRA_26,,MCO
AIRA_26,,TKM
AIRA_27,YES,ALB
AIRA_27,YES,AND
AIRA_27,NO,ARM
AIRA_27,NO,AUT
AIRA_27,NO,AZE
AIRA_27,NO,BLR
AIRA_27,YES,BEL
AIRA_27,DNK,BGR
AIRA_27,NO,HRV
AIRA_27,YES,CYP
AIRA_27,NO,CZE
AIRA_27,NO,DNK
AIRA_27,NO,EST
AIRA_27,NO,FIN
AIRA_27,YES,FRA
AIRA_27,DNK,GEO
AIRA_27,YES,DEU
AIRA_27,NO,GRC
AIRA_27,NO,HUN
AIRA_27,NO,ISL
AIRA_27,NO,IRL
AIRA_27,YES,ISR
AIRA_27,YES,ITA
AIRA_27,NO,KAZ
AIRA_27,DNK,KGZ
AIRA_27,NO,LVA
AIRA_27,DNK,LTU
AIRA_27,DNK,LUX
AIRA_27,YES,MLT
AIRA_27,NO,MNE
AIRA_27,YES,NLD
AIRA_27,NO,MKD
AIRA_27,YES,NOR
AIRA_27,NO,POL
AIRA_27,NO,PRT
AIRA_27,NO,MDA
AIRA_27,DNK,ROU
AIRA_27,YES,RUS
AIRA_27,NO,SMR
AIRA_27,DNK,SRB
AIRA_27,NO,SVK
AIRA_27,NO,SVN
AIRA_27,YES,ESP
AIRA_27,YES,SWE
AIRA_27,DNK,CHE
AIRA_27,YES,TUR
AIRA_27,YES,TJK
AIRA_27,NO,UKR
AIRA_27,YES,GBR
AIRA_27,DNK,UZB
AIRA_27,,BIH
AIRA_27,,MCO
AIRA_27,,TKM
AIRA_28,YES,ALB
AIRA_28,YES,AND
AIRA_28,NO,ARM
AIRA_28,NO,AUT
AIRA_28,NO,AZE
AIRA_28,NO,BLR
AIRA_28,YES,BEL
AIRA_28,DNK,BGR
AIRA_28,YES,HRV
AIRA_28,NO,CYP
AIRA_28,NO,CZE
AIRA_28,YES,DNK
AIRA_28,YES,EST
AIRA_28,NO,FIN
AIRA_28,YES,FRA
AIRA_28,DNK,GEO
AIRA_28,YES,DEU
AIRA_28,DNK,GRC
AIRA_28,YES,HUN
AIRA_28,NO,ISL
AIRA_28,NO,IRL
AIRA_28,YES,ISR
AIRA_28,YES,ITA
AIRA_28,YES,KAZ
AIRA_28,DNK,KGZ
AIRA_28,NO,LVA
AIRA_28,YES,LTU
AIRA_28,DNK,LUX
AIRA_28,YES,MLT
AIRA_28,YES,MNE
AIRA_28,YES,NLD
AIRA_28,NO,MKD
AIRA_28,YES,NOR
AIRA_28,NO,POL
AIRA_28,NO,PRT
AIRA_28,NO,MDA
AIRA_28,DNK,ROU
AIRA_28,YES,RUS
AIRA_28,NO,SMR
AIRA_28,DNK,SRB
AIRA_28,NO,SVK
AIRA_28,NO,SVN
AIRA_28,YES,ESP
AIRA_28,YES,SWE
AIRA_28,DNK,CHE
AIRA_28,YES,TUR
AIRA_28,YES,TJK
AIRA_28,NO,UKR
AIRA_28,YES,GBR
AIRA_28,NO,UZB
AIRA_28,,BIH
AIRA_28,,MCO
AIRA_28,,TKM
AIRA_29,YES,ALB
AIRA_29,YES,AND
AIRA_29,NO,ARM
AIRA_29,NO,AUT
AIRA_29,NO,AZE
AIRA_29,NO,BLR
AIRA_29,YES,BEL
AIRA_29,DNK,BGR
AIRA_29,NO,HRV
AIRA_29,NO,CYP
AIRA_29,NO,CZE
AIRA_29,NO,DNK
AIRA_29,YES,EST
AIRA_29,NO,FIN
AIRA_29,YES,FRA
AIRA_29,DNK,GEO
AIRA_29,YES,DEU
AIRA_29,DNK,GRC
AIRA_29,NO,HUN
AIRA_29,NO,ISL
AIRA_29,NO,IRL
AIRA_29,YES,ISR
AIRA_29,NO,ITA
AIRA_29,NO,KAZ
AIRA_29,DNK,KGZ
AIRA_29,NO,LVA
AIRA_29,DNK,LTU
AIRA_29,DNK,LUX
AIRA_29,NO,MLT
AIRA_29,NO,MNE
AIRA_29,YES,NLD
AIRA_29,NO,MKD
AIRA_29,YES,NOR
AIRA_29,NO,POL
AIRA_29,NO,PRT
AIRA_29,NO,MDA
AIRA_29,DNK,ROU
AIRA_29,YES,RUS
AIRA_29,NO,SMR
AIRA_29,DNK,SRB
AIRA_29,NO,SVK
AIRA_29,NO,SVN
AIRA_29,YES,ESP
AIRA_29,NO,SWE
AIRA_29,DNK,CHE
AIRA_29,YES,TUR
AIRA_29,NO,TJK
AIRA_29,NO,UKR
AIRA_29,YES,GBR
AIRA_29,NO,UZB
AIRA_29,,BIH
AIRA_29,,MCO
AIRA_29,,TKM
AIRA_30,YES,ALB
AIRA_30,YES,AND
AIRA_30,NO,ARM
AIRA_30,NO,AUT
AIRA_30,NO,AZE
AIRA_30,NO,BLR
AIRA_30,YES,BEL
AIRA_30,DNK,BGR
AIRA_30,NO,HRV
AIRA_30,DNK,CYP
AIRA_30,NO,CZE
AIRA_30,NO,DNK
AIRA_30,NO,EST
AIRA_30,NO,FIN
AIRA_30,YES,FRA
AIRA_30,DNK,GEO
AIRA_30,YES,DEU
AIRA_30,DNK,GRC
AIRA_30,NO,HUN
AIRA_30,NO,ISL
AIRA_30,NO,IRL
AIRA_30,NO,ISR
AIRA_30,NO,ITA
AIRA_30,NO,KAZ
AIRA_30,DNK,KGZ
AIRA_30,NO,LVA
AIRA_30,DNK,LTU
AIRA_30,DNK,LUX
AIRA_30,YES,MLT
AIRA_30,NO,MNE
AIRA_30,YES,NLD
AIRA_30,DNK,MKD
AIRA_30,YES,NOR
AIRA_30,NO,POL
AIRA_30,NO,PRT
AIRA_30,NO,MDA
AIRA_30,DNK,ROU
AIRA_30,YES,RUS
AIRA_30,NO,SMR
AIRA_30,DNK,SRB
AIRA_30,NO,SVK
AIRA_30,DNK,SVN
AIRA_30,YES,ESP
AIRA_30,YES,SWE
AIRA_30,DNK,CHE
AIRA_30,YES,TUR
AIRA_30,YES,TJK
AIRA_30,NO,UKR
AIRA_30,YES,GBR
AIRA_30,NO,UZB
AIRA_30,,BIH
AIRA_30,,MCO
AIRA_30,,TKM
AIRA_31,YES,ALB
AIRA_31,YES,AND
AIRA_31,NO,ARM
AIRA_31,NO,AUT
AIRA_31,NO,AZE
AIRA_31,NO,BLR
AIRA_31,YES,BEL
AIRA_31,DNK,BGR
AIRA_31,NO,HRV
AIRA_31,DNK,CYP
AIRA_31,NO,CZE
AIRA_31,NO,DNK
AIRA_31,NO,EST
AIRA_31,NO,FIN
AIRA_31,YES,FRA
AIRA_31,DNK,GEO
AIRA_31,YES,DEU
AIRA_31,DNK,GRC
AIRA_31,NO,HUN
AIRA_31,NO,ISL
AIRA_31,NO,IRL
AIRA_31,YES,ISR
AIRA_31,NO,ITA
AIRA_31,NO,KAZ
AIRA_31,DNK,KGZ
AIRA_31,NO,LVA
AIRA_31,DNK,LTU
AIRA_31,DNK,LUX
AIRA_31,NO,MLT
AIRA_31,NO,MNE
AIRA_31,YES,NLD
AIRA_31,DNK,MKD
AIRA_31,YES,NOR
AIRA_31,NO,POL
AIRA_31,NO,PRT
AIRA_31,NO,MDA
AIRA_31,DNK,ROU
AIRA_31,YES,RUS
AIRA_31,NO,SMR
AIRA_31,DNK,SRB
AIRA_31,NO,SVK
AIRA_31,NO,SVN
AIRA_31,YES,ESP
AIRA_31,YES,SWE
AIRA_31,DNK,CHE
AIRA_31,NO,TUR
AIRA_31,DNK,TJK
AIRA_31,NO,UKR
AIRA_31,YES,GBR
AIRA_31,NO,UZB
AIRA_31,,BIH
AIRA_31,,MCO
AIRA_31,,TKM
AIRA_32,NO,ALB
AIRA_32,NO,AND
AIRA_32,NO,ARM
AIRA_32,NO,AUT
AIRA_32,NO,AZE
AIRA_32,NO,BLR
AIRA_32,YES,BEL
AIRA_32,NO,BGR
AIRA_32,NO,HRV
AIRA_32,NO,CYP
AIRA_32,NO,CZE
AIRA_32,NO,DNK
AIRA_32,YES,EST
AIRA_32,NO,FIN
AIRA_32,YES,FRA
AIRA_32,NO,GEO
AIRA_32,NO,DEU
AIRA_32,NO,GRC
AIRA_32,NO,HUN
AIRA_32,NO,ISL
AIRA_32,NO,IRL
AIRA_32,NO,ISR
AIRA_32,NO,ITA
AIRA_32,NO,KAZ
AIRA_32,NO,KGZ
AIRA_32,NO,LVA
AIRA_32,NO,LTU
AIRA_32,NO,LUX
AIRA_32,NO,MLT
AIRA_32,NO,MNE
AIRA_32,YES,NLD
AIRA_32,NO,MKD
AIRA_32,YES,NOR
AIRA_32,YES,POL
AIRA_32,YES,PRT
AIRA_32,NO,MDA
AIRA_32,NO,ROU
AIRA_32,YES,RUS
AIRA_32,NO,SMR
AIRA_32,NO,SRB
AIRA_32,NO,SVK
AIRA_32,NO,SVN
AIRA_32,YES,ESP
AIRA_32,YES,SWE
AIRA_32,NO,CHE
AIRA_32,YES,TUR
AIRA_32,NO,TJK
AIRA_32,NO,UKR
AIRA_32,YES,GBR
AIRA_32,YES,UZB
AIRA_32,,BIH
AIRA_32,,MCO
AIRA_32,,TKM
AIRA_33,NO,ALB
AIRA_33,NO,AND
AIRA_33,NO,ARM
AIRA_33,NO,AUT
AIRA_33,NO,AZE
AIRA_33,NO,BLR
AIRA_33,NO,BEL
AIRA_33,NO,BGR
AIRA_33,NO,HRV
AIRA_33,NO,CYP
AIRA_33,NO,CZE
AIRA_33,YES,DNK
AIRA_33,YES,EST
AIRA_33,NO,FIN
AIRA_33,YES,FRA
AIRA_33,NO,GEO
AIRA_33,NO,DEU
AIRA_33,NO,GRC
AIRA_33,NO,HUN
AIRA_33,NO,ISL
AIRA_33,NO,IRL
AIRA_33,NO,ISR
AIRA_33,NO,ITA
AIRA_33,NO,KAZ
AIRA_33,NO,KGZ
AIRA_33,NO,LVA
AIRA_33,NO,LTU
AIRA_33,NO,LUX
AIRA_33,YES,MLT
AIRA_33,NO,MNE
AIRA_33,NO,NLD
AIRA_33,NO,MKD
AIRA_33,NO,NOR
AIRA_33,NO,POL
AIRA_33,NO,PRT
AIRA_33,NO,MDA
AIRA_33,NO,ROU
AIRA_33,YES,RUS
AIRA_33,NO,SMR
AIRA_33,NO,SRB
AIRA_33,NO,SVK
AIRA_33,NO,SVN
AIRA_33,YES,ESP
AIRA_33,NO,SWE
AIRA_33,NO,CHE
AIRA_33,YES,TUR
AIRA_33,NO,TJK
AIRA_33,NO,UKR
AIRA_33,YES,GBR
AIRA_33,NO,UZB
AIRA_33,,BIH
AIRA_33,,MCO
AIRA_33,,TKM
AIRA_34,NO,ALB
AIRA_34,NO,AND
AIRA_34,NO,ARM
AIRA_34,NO,AUT
AIRA_34,NO,AZE
AIRA_34,NO,BLR
AIRA_34,NO,BEL
AIRA_34,NO,BGR
AIRA_34,NO,HRV
AIRA_34,NO,CYP
AIRA_34,NO,CZE
AIRA_34,NO,DNK
AIRA_34,NO,EST
AIRA_34,NO,FIN
AIRA_34,NO,FRA
AIRA_34,NO,GEO
AIRA_34,NO,DEU
AIRA_34,NO,GRC
AIRA_34,YES,HUN
AIRA_34,NO,ISL
AIRA_34,NO,IRL
AIRA_34,NO,ISR
AIRA_34,NO,ITA
AIRA_34,NO,KAZ
AIRA_34,NO,KGZ
AIRA_34,NO,LVA
AIRA_34,NO,LTU
AIRA_34,NO,LUX
AIRA_34,NO,MLT
AIRA_34,NO,MNE
AIRA_34,NO,NLD
AIRA_34,NO,MKD
AIRA_34,NO,NOR
AIRA_34,NO,POL
AIRA_34,NO,PRT
AIRA_34,NO,MDA
AIRA_34,NO,ROU
AIRA_34,YES,RUS
AIRA_34,NO,SMR
AIRA_34,NO,SRB
AIRA_34,NO,SVK
AIRA_34,NO,SVN
AIRA_34,YES,ESP
AIRA_34,NO,SWE
AIRA_34,NO,CHE
AIRA_34,YES,TUR
AIRA_34,NO,TJK
AIRA_34,NO,UKR
AIRA_34,YES,GBR
AIRA_34,NO,UZB
AIRA_34,,BIH
AIRA_34,,MCO
AIRA_34,,TKM
AIRA_35,NO,ALB
AIRA_35,NO,AND
AIRA_35,NO,ARM
AIRA_35,NO,AUT
AIRA_35,NO,AZE
AIRA_35,NO,BLR
AIRA_35,YES,BEL
AIRA_35,NO,BGR
AIRA_35,NO,HRV
AIRA_35,NO,CYP
AIRA_35,NO,CZE
AIRA_35,NO,DNK
AIRA_35,NO,EST
AIRA_35,NO,FIN
AIRA_35,YES,FRA
AIRA_35,NO,GEO
AIRA_35,NO,DEU
AIRA_35,YES,GRC
AIRA_35,NO,HUN
AIRA_35,NO,ISL
AIRA_35,NO,IRL
AIRA_35,NO,ISR
AIRA_35,NO,ITA
AIRA_35,YES,KAZ
AIRA_35,NO,KGZ
AIRA_35,NO,LVA
AIRA_35,NO,LTU
AIRA_35,NO,LUX
AIRA_35,NO,MLT
AIRA_35,NO,MNE
AIRA_35,YES,NLD
AIRA_35,NO,MKD
AIRA_35,NO,NOR
AIRA_35,NO,POL
AIRA_35,NO,PRT
AIRA_35,NO,MDA
AIRA_35,NO,ROU
AIRA_35,YES,RUS
AIRA_35,NO,SMR
AIRA_35,NO,SRB
AIRA_35,NO,SVK
AIRA_35,NO,SVN
AIRA_35,YES,ESP
AIRA_35,YES,SWE
AIRA_35,NO,CHE
AIRA_35,NO,TUR
AIRA_35,NO,TJK
AIRA_35,NO,UKR
AIRA_35,YES,GBR
AIRA_35,YES,UZB
AIRA_35,,BIH
AIRA_35,,MCO
AIRA_35,,TKM
AIRA_36,DNK,ALB
AIRA_36,YES,AND
AIRA_36,DNK,ARM
AIRA_36,NO,AUT
AIRA_36,DNK,AZE
AIRA_36,NO,BLR
AIRA_36,DNK,BEL
AIRA_36,NO,BGR
AIRA_36,DNK,HRV
AIRA_36,DNK,CYP
AIRA_36,NO,CZE
AIRA_36,NO,DNK
AIRA_36,YES,EST
AIRA_36,NO,FIN
AIRA_36,YES,FRA
AIRA_36,DNK,GEO
AIRA_36,YES,DEU
AIRA_36,DNK,GRC
AIRA_36,YES,HUN
AIRA_36,DNK,ISL
AIRA_36,NO,IRL
AIRA_36,DNK,ISR
AIRA_36,NO,ITA
AIRA_36,NO,KAZ
AIRA_36,NO,KGZ
AIRA_36,DNK,LVA
AIRA_36,NO,LTU
AIRA_36,DNK,LUX
AIRA_36,YES,MLT
AIRA_36,NO,MNE
AIRA_36,DNK,NLD
AIRA_36,DNK,MKD
AIRA_36,YES,NOR
AIRA_36,NO,POL
AIRA_36,NO,PRT
AIRA_36,NO,MDA
AIRA_36,DNK,ROU
AIRA_36,DNK,RUS
AIRA_36,NO,SMR
AIRA_36,DNK,SRB
AIRA_36,DNK,SVK
AIRA_36,YES,SVN
AIRA_36,DNK,ESP
AIRA_36,NO,SWE
AIRA_36,DNK,CHE
AIRA_36,YES,TUR
AIRA_36,YES,TJK
AIRA_36,NO,UKR
AIRA_36,DNK,GBR
AIRA_36,DNK,UZB
AIRA_36,,BIH
AIRA_36,,MCO
AIRA_36,,TKM
AIRA_37,NO,ALB
AIRA_37,YES,AND
AIRA_37,YES,ARM
AIRA_37,NO,AUT
AIRA_37,YES,AZE
AIRA_37,NO,BLR
AIRA_37,YES,BEL
AIRA_37,YES,BGR
AIRA_37,YES,HRV
AIRA_37,YES,CYP
AIRA_37,YES,CZE
AIRA_37,YES,DNK
AIRA_37,YES,EST
AIRA_37,YES,FIN
AIRA_37,YES,FRA
AIRA_37,DNK,GEO
AIRA_37,NO,DEU
AIRA_37,DNK,GRC
AIRA_37,NO,HUN
AIRA_37,YES,ISL
AIRA_37,NO,IRL
AIRA_37,YES,ISR
AIRA_37,YES,ITA
AIRA_37,NO,KAZ
AIRA_37,YES,KGZ
AIRA_37,NO,LVA
AIRA_37,YES,LTU
AIRA_37,NO,LUX
AIRA_37,YES,MLT
AIRA_37,YES,MNE
AIRA_37,YES,NLD
AIRA_37,NO,MKD
AIRA_37,YES,NOR
AIRA_37,YES,POL
AIRA_37,YES,PRT
AIRA_37,YES,MDA
AIRA_37,NO,ROU
AIRA_37,YES,RUS
AIRA_37,NO,SMR
AIRA_37,YES,SRB
AIRA_37,NO,SVK
AIRA_37,YES,SVN
AIRA_37,YES,ESP
AIRA_37,YES,SWE
AIRA_37,YES,CHE
AIRA_37,NO,TUR
AIRA_37,YES,TJK
AIRA_37,YES,UKR
AIRA_37,YES,GBR
AIRA_37,NO,UZB
AIRA_37,,BIH
AIRA_37,,MCO
AIRA_37,,TKM
AIRA_38,YES,ALB
AIRA_38,YES,AND
AIRA_38,YES,ARM
AIRA_38,YES,AUT
AIRA_38,UD,AZE
AIRA_38,NO,BLR
AIRA_38,UD,BEL
AIRA_38,NO,BGR
AIRA_38,UD,HRV
AIRA_38,UD,CYP
AIRA_38,UD,CZE
AIRA_38,YES,DNK
AIRA_38,UD,EST
AIRA_38,YES,FIN
AIRA_38,UD,FRA
AIRA_38,DNK,GEO
AIRA_38,YES,DEU
AIRA_38,DNK,GRC
AIRA_38,YES,HUN
AIRA_38,YES,ISL
AIRA_38,NO,IRL
AIRA_38,YES,ISR
AIRA_38,UD,ITA
AIRA_38,YES,KAZ
AIRA_38,YES,KGZ
AIRA_38,YES,LVA
AIRA_38,YES,LTU
AIRA_38,UD,LUX
AIRA_38,NO,MLT
AIRA_38,NO,MNE
AIRA_38,UD,NLD
AIRA_38,NO,MKD
AIRA_38,YES,NOR
AIRA_38,YES,POL
AIRA_38,YES,PRT
AIRA_38,YES,MDA
AIRA_38,NO,ROU
AIRA_38,YES,RUS
