Measure_code,AIRA_SIMPLE,COUNTRY_REGION
AIRA_38,NO,SMR
AIRA_38,NO,SRB
AIRA_38,YES,SVK
AIRA_38,UD,SVN
AIRA_38,YES,ESP
AIRA_38,YES,SWE
AIRA_38,UD,CHE
AIRA_38,UD,TUR
AIRA_38,YES,TJK
AIRA_38,YES,UKR
AIRA_38,YES,GBR
AIRA_38,DNK,UZB
AIRA_38,,BIH
AIRA_38,,MCO
AIRA_38,,TKM
AIRA_39,YES,ALB
AIRA_39,YES,AND
AIRA_39,YES,ARM
AIRA_39,NO,AUT
AIRA_39,YES,AZE
AIRA_39,NO,BLR
AIRA_39,YES,BEL
AIRA_39,NO,BGR
AIRA_39,YES,HRV
AIRA_39,YES,CYP
AIRA_39,YES,CZE
AIRA_39,YES,DNK
AIRA_39,YES,EST
AIRA_39,YES,FIN
AIRA_39,YES,FRA
AIRA_39,DNK,GEO
AIRA_39,YES,DEU
AIRA_39,DNK,GRC
AIRA_39,NO,HUN
AIRA_39,YES,ISL
AIRA_39,NO,IRL
AIRA_39,YES,ISR
AIRA_39,YES,ITA
AIRA_39,YES,KAZ
AIRA_39,YES,KGZ
AIRA_39,YES,LVA
AIRA_39,YES,LTU
AIRA_39,NO,LUX
AIRA_39,NO,MLT
AIRA_39,NO,MNE
AIRA_39,DNK,NLD
AIRA_39,YES,MKD
AIRA_39,YES,NOR
AIRA_39,YES,POL
AIRA_39,NO,PRT
AIRA_39,NO,MDA
AIRA_39,NO,ROU
AIRA_39,YES,RUS
AIRA_39,YES,SMR
AIRA_39,YES,SRB
AIRA_39,YES,SVK
AIRA_39,YES,SVN
AIRA_39,YES,ESP
AIRA_39,YES,SWE
AIRA_39,NO,CHE
AIRA_39,YES,TUR
AIRA_39,YES,TJK
AIRA_39,YES,UKR
AIRA_39,NO,GBR
AIRA_39,YES,UZB
AIRA_39,,BIH
AIRA_39,,MCO
AIRA_39,,TKM
AIRA_40,YES,ALB
AIRA_40,YES,AND
AIRA_40,YES,ARM
AIRA_40,YES,AUT
AIRA_40,YES,AZE
AIRA_40,UD,BLR
AIRA_40,YES,BEL
AIRA_40,YES,BGR
AIRA_40,UD,HRV
AIRA_40,UD,CYP
AIRA_40,YES,CZE
AIRA_40,UD,DNK
AIRA_40,YES,EST
AIRA_40,YES,FIN
AIRA_40,YES,FRA
AIRA_40,YES,GEO
AIRA_40,UD,DEU
AIRA_40,DNK,GRC
AIRA_40,YES,HUN
AIRA_40,YES,ISL
AIRA_40,NO,IRL
AIRA_40,YES,ISR
AIRA_40,YES,ITA
AIRA_40,YES,KAZ
AIRA_40,YES,KGZ
AIRA_40,YES,LVA
AIRA_40,YES,LTU
AIRA_40,NO,LUX
AIRA_40,YES,MLT
AIRA_40,UD,MNE
AIRA_40,UD,NLD
AIRA_40,YES,MKD
AIRA_40,YES,NOR
AIRA_40,YES,POL
AIRA_40,YES,PRT
AIRA_40,UD,MDA
AIRA_40,NO,ROU
AIRA_40,YES,RUS
AIRA_40,YES,SMR
AIRA_40,NO,SRB
AIRA_40,YES,SVK
AIRA_40,YES,SVN
AIRA_40,YES,ESP
AIRA_40,UD,SWE
AIRA_40,NO,CHE
AIRA_40,UD,TUR
AIRA_40,YES,TJK
AIRA_40,YES,UKR
AIRA_40,YES,GBR
AIRA_40,UD,UZB
AIRA_40,,BIH
AIRA_40,,MCO
AIRA_40,,TKM
AIRA_41,YES,ALB
AIRA_41,YES,AND
AIRA_41,YES,ARM
AIRA_41,YES,AUT
AIRA_41,DNK,AZE
AIRA_41,NO,BLR
AIRA_41,YES,BEL
AIRA_41,YES,BGR
AIRA_41,NO,HRV
AIRA_41,YES,CYP
AIRA_41,NO,CZE
AIRA_41,YES,DNK
AIRA_41,NO,EST
AIRA_41,YES,FIN
AIRA_41,YES,FRA
AIRA_41,DNK,GEO
AIRA_41,NO,DEU
AIRA_41,DNK,GRC
AIRA_41,NO,HUN
AIRA_41,NO,ISL
AIRA_41,NO,IRL
AIRA_41,NO,ISR
AIRA_41,YES,ITA
AIRA_41,YES,KAZ
AIRA_41,YES,KGZ
AIRA_41,NO,LVA
AIRA_41,DNK,LTU
AIRA_41,NO,LUX
AIRA_41,DNK,MLT
AIRA_41,YES,MNE
AIRA_41,YES,NLD
AIRA_41,NO,MKD
AIRA_41,DNK,NOR
AIRA_41,NO,POL
AIRA_41,YES,PRT
AIRA_41,YES,MDA
AIRA_41,NO,ROU
AIRA_41,YES,RUS
AIRA_41,YES,SMR
AIRA_41,NO,SRB
AIRA_41,NO,SVK
AIRA_41,YES,SVN
AIRA_41,YES,ESP
AIRA_41,NO,SWE
AIRA_41,YES,CHE
AIRA_41,YES,TUR
AIRA_41,YES,TJK
AIRA_41,YES,UKR
AIRA_41,DNK,GBR
AIRA_41,YES,UZB
AIRA_41,,BIH
AIRA_41,,MCO
AIRA_41,,TKM
AIRA_42,DNK,ALB
AIRA_42,NO,AND
AIRA_42,NO,ARM
AIRA_42,NO,AUT
AIRA_42,NO,AZE
AIRA_42,NO,BLR
AIRA_42,DNK,BEL
AIRA_42,NO,BGR
AIRA_42,YES,HRV
AIRA_42,NO,CYP
AIRA_42,NO,CZE
AIRA_42,YES,DNK
AIRA_42,YES,EST
AIRA_42,YES,FIN
AIRA_42,YES,FRA
AIRA_42,DNK,GEO
AIRA_42,NO,DEU
AIRA_42,DNK,GRC
AIRA_42,NO,HUN
AIRA_42,YES,ISL
AIRA_42,NO,IRL
AIRA_42,YES,ISR
AIRA_42,NO,ITA
AIRA_42,NO,KAZ
AIRA_42,DNK,KGZ
AIRA_42,NO,LVA
AIRA_42,YES,LTU
AIRA_42,NO,LUX
AIRA_42,YES,MLT
AIRA_42,NO,MNE
AIRA_42,DNK,NLD
AIRA_42,NO,MKD
AIRA_42,YES,NOR
AIRA_42,NO,POL
AIRA_42,YES,PRT
AIRA_42,DNK,MDA
AIRA_42,YES,ROU
AIRA_42,DNK,RUS
AIRA_42,NO,SMR
AIRA_42,NO,SRB
AIRA_42,NO,SVK
AIRA_42,NO,SVN
AIRA_42,YES,ESP
AIRA_42,YES,SWE
AIRA_42,NO,CHE
AIRA_42,NO,TUR
AIRA_42,DNK,TJK
AIRA_42,NO,UKR
AIRA_42,YES,GBR
AIRA_42,DNK,UZB
AIRA_42,,BIH
AIRA_42,,MCO
AIRA_42,,TKM
AIRA_43,DNK,ALB
AIRA_43,YES,AND
AIRA_43,YES,ARM
AIRA_43,YES,AUT
AIRA_43,NO,AZE
AIRA_43,NO,BLR
AIRA_43,YES,BEL
AIRA_43,NO,BGR
AIRA_43,YES,HRV
AIRA_43,NO,CYP
AIRA_43,YES,CZE
AIRA_43,YES,DNK
AIRA_43,YES,EST
AIRA_43,YES,FIN
AIRA_43,YES,FRA
AIRA_43,DNK,GEO
AIRA_43,YES,DEU
AIRA_43,DNK,GRC
AIRA_43,YES,HUN
AIRA_43,YES,ISL
AIRA_43,NO,IRL
AIRA_43,YES,ISR
AIRA_43,NO,ITA
AIRA_43,YES,KAZ
AIRA_43,YES,KGZ
AIRA_43,YES,LVA
AIRA_43,DNK,LTU
AIRA_43,DNK,LUX
AIRA_43,YES,MLT
AIRA_43,YES,MNE
AIRA_43,YES,NLD
AIRA_43,DNK,MKD
AIRA_43,DNK,NOR
AIRA_43,YES,POL
AIRA_43,YES,PRT
AIRA_43,NO,MDA
AIRA_43,NO,ROU
AIRA_43,YES,RUS
AIRA_43,YES,SMR
AIRA_43,YES,SRB
AIRA_43,YES,SVK
AIRA_43,YES,SVN
AIRA_43,YES,ESP
AIRA_43,NO,SWE
AIRA_43,NO,CHE
AIRA_43,YES,TUR
AIRA_43,YES,TJK
AIRA_43,NO,UKR
AIRA_43,YES,GBR
AIRA_43,NO,UZB
AIRA_43,,BIH
AIRA_43,,MCO
AIRA_43,,TKM
AIRA_44,DNK,ALB
AIRA_44,YES,AND
AIRA_44,YES,ARM
AIRA_44,NO,AUT
AIRA_44,NO,AZE
AIRA_44,NO,BLR
AIRA_44,YES,BEL
AIRA_44,NO,BGR
AIRA_44,YES,HRV
AIRA_44,NO,CYP
AIRA_44,YES,CZE
AIRA_44,YES,DNK
AIRA_44,YES,EST
AIRA_44,NO,FIN
AIRA_44,NO,FRA
AIRA_44,DNK,GEO
AIRA_44,NO,DEU
AIRA_44,DNK,GRC
AIRA_44,YES,HUN
AIRA_44,YES,ISL
AIRA_44,NO,IRL
AIRA_44,YES,ISR
AIRA_44,NO,ITA
AIRA_44,YES,KAZ
AIRA_44,NO,KGZ
AIRA_44,YES,LVA
AIRA_44,YES,LTU
AIRA_44,NO,LUX
AIRA_44,YES,MLT
AIRA_44,NO,MNE
AIRA_44,NO,NLD
AIRA_44,NO,MKD
AIRA_44,YES,NOR
AIRA_44,NO,POL
AIRA_44,YES,PRT
AIRA_44,NO,MDA
AIRA_44,YES,ROU
AIRA_44,YES,RUS
AIRA_44,YES,SMR
AIRA_44,NO,SRB
AIRA_44,YES,SVK
AIRA_44,DNK,SVN
AIRA_44,YES,ESP
AIRA_44,YES,SWE
AIRA_44,NO,CHE
AIRA_44,YES,TUR
AIRA_44,YES,TJK
AIRA_44,YES,UKR
AIRA_44,DNK,GBR
AIRA_44,NO,UZB
AIRA_44,,BIH
AIRA_44,,MCO
AIRA_44,,TKM
AIRA_45,DNK,ALB
AIRA_45,NO,AND
AIRA_45,YES,ARM
AIRA_45,NO,AUT
AIRA_45,NO,AZE
AIRA_45,NO,BLR
AIRA_45,YES,BEL
AIRA_45,NO,BGR
AIRA_45,YES,HRV
AIRA_45,NO,CYP
AIRA_45,YES,CZE
AIRA_45,YES,DNK
AIRA_45,YES,EST
AIRA_45,YES,FIN
AIRA_45,YES,FRA
AIRA_45,DNK,GEO
AIRA_45,YES,DEU
AIRA_45,DNK,GRC
AIRA_45,YES,HUN
AIRA_45,YES,ISL
AIRA_45,NO,IRL
AIRA_45,YES,ISR
AIRA_45,NO,ITA
AIRA_45,NO,KAZ
AIRA_45,NO,KGZ
AIRA_45,NO,LVA
AIRA_45,DNK,LTU
AIRA_45,NO,LUX
AIRA_45,DNK,MLT
AIRA_45,YES,MNE
AIRA_45,YES,NLD
AIRA_45,YES,MKD
AIRA_45,DNK,NOR
AIRA_45,NO,POL
AIRA_45,YES,PRT
AIRA_45,NO,MDA
AIRA_45,NO,ROU
AIRA_45,NO,RUS
AIRA_45,NO,SMR
AIRA_45,NO,SRB
AIRA_45,NO,SVK
AIRA_45,DNK,SVN
AIRA_45,DNK,ESP
AIRA_45,YES,SWE
AIRA_45,NO,CHE
AIRA_45,YES,TUR
AIRA_45,NO,TJK
AIRA_45,YES,UKR
AIRA_45,YES,GBR
AIRA_45,NO,UZB
AIRA_45,,BIH
AIRA_45,,MCO
AIRA_45,,TKM
AIRA_46,DNK,ALB
AIRA_46,NO,AND
AIRA_46,YES,ARM
AIRA_46,NO,AUT
AIRA_46,DNK,AZE
AIRA_46,NO,BLR
AIRA_46,DNK,BEL
AIRA_46,NO,BGR
AIRA_46,YES,HRV
AIRA_46,YES,CYP
AIRA_46,YES,CZE
AIRA_46,YES,DNK
AIRA_46,YES,EST
AIRA_46,YES,FIN
AIRA_46,NO,FRA
AIRA_46,DNK,GEO
AIRA_46,YES,DEU
AIRA_46,DNK,GRC
AIRA_46,NO,HUN
AIRA_46,NO,ISL
AIRA_46,NO,IRL
AIRA_46,YES,ISR
AIRA_46,NO,ITA
AIRA_46,YES,KAZ
AIRA_46,YES,KGZ
AIRA_46,NO,LVA
AIRA_46,NO,LTU
AIRA_46,NO,LUX
AIRA_46,NO,MLT
AIRA_46,NO,MNE
AIRA_46,DNK,NLD
AIRA_46,NO,MKD
AIRA_46,YES,NOR
AIRA_46,NO,POL
AIRA_46,NO,PRT
AIRA_46,NO,MDA
AIRA_46,NO,ROU
AIRA_46,NO,RUS
AIRA_46,NO,SMR
AIRA_46,NO,SRB
AIRA_46,NO,SVK
AIRA_46,DNK,SVN
AIRA_46,YES,ESP
AIRA_46,YES,SWE
AIRA_46,NO,CHE
AIRA_46,YES,TUR
AIRA_46,NO,TJK
AIRA_46,NO,UKR
AIRA_46,DNK,GBR
AIRA_46,NO,UZB
AIRA_46,,BIH
AIRA_46,,MCO
AIRA_46,,TKM
AIRA_47,NO,ALB
AIRA_47,NO,AND
AIRA_47,DNK,ARM
AIRA_47,YES,AUT
AIRA_47,NO,AZE
AIRA_47,NO,BLR
AIRA_47,DNK,BEL
AIRA_47,NO,BGR
AIRA_47,YES,HRV
AIRA_47,DNK,CYP
AIRA_47,YES,CZE
AIRA_47,YES,DNK
AIRA_47,YES,EST
AIRA_47,YES,FIN
AIRA_47,YES,FRA
AIRA_47,YES,GEO
AIRA_47,DNK,DEU
AIRA_47,NO,GRC
AIRA_47,NO,HUN
AIRA_47,NO,ISL
AIRA_47,YES,IRL
AIRA_47,YES,ISR
AIRA_47,YES,ITA
AIRA_47,NO,KAZ
AIRA_47,NO,KGZ
AIRA_47,YES,LVA
AIRA_47,DNK,LTU
AIRA_47,YES,LUX
AIRA_47,YES,MLT
AIRA_47,NO,MNE
AIRA_47,YES,NLD
AIRA_47,NO,MKD
AIRA_47,YES,NOR
AIRA_47,YES,POL
AIRA_47,DNK,PRT
AIRA_47,NO,MDA
AIRA_47,DNK,ROU
AIRA_47,NO,RUS
AIRA_47,NO,SMR
AIRA_47,NO,SRB
AIRA_47,DNK,SVK
AIRA_47,NO,SVN
AIRA_47,YES,ESP
AIRA_47,YES,SWE
AIRA_47,DNK,CHE
AIRA_47,NO,TUR
AIRA_47,NO,TJK
AIRA_47,DNK,UKR
AIRA_47,YES,GBR
AIRA_47,NO,UZB
AIRA_47,,BIH
AIRA_47,,MCO
AIRA_47,,TKM
AIRA_48,NO,ALB
AIRA_48,NO,AND
AIRA_48,DNK,ARM
AIRA_48,YES,AUT
AIRA_48,NO,AZE
AIRA_48,NO,BLR
AIRA_48,YES,BEL
AIRA_48,NO,BGR
AIRA_48,YES,HRV
AIRA_48,NO,CYP
AIRA_48,YES,CZE
AIRA_48,YES,DNK
AIRA_48,YES,EST
AIRA_48,YES,FIN
AIRA_48,YES,FRA
AIRA_48,YES,GEO
AIRA_48,DNK,DEU
AIRA_48,NO,GRC
AIRA_48,YES,HUN
AIRA_48,YES,ISL
AIRA_48,YES,IRL
AIRA_48,YES,ISR
AIRA_48,YES,ITA
AIRA_48,YES,KAZ
AIRA_48,NO,KGZ
AIRA_48,YES,LVA
AIRA_48,NO,LTU
AIRA_48,NO,LUX
AIRA_48,NO,MLT
AIRA_48,NO,MNE
AIRA_48,YES,NLD
AIRA_48,DNK,MKD
AIRA_48,YES,NOR
AIRA_48,YES,POL
AIRA_48,YES,PRT
AIRA_48,NO,MDA
AIRA_48,DNK,ROU
AIRA_48,YES,RUS
AIRA_48,NO,SMR
AIRA_48,NO,SRB
AIRA_48,DNK,SVK
AIRA_48,NO,SVN
AIRA_48,YES,ESP
AIRA_48,YES,SWE
AIRA_48,DNK,CHE
AIRA_48,NO,TUR
AIRA_48,NO,TJK
AIRA_48,DNK,UKR
AIRA_48,YES,GBR
AIRA_48,YES,UZB
AIRA_48,,BIH
AIRA_48,,MCO
AIRA_48,,TKM
AIRA_49,NO,ALB
AIRA_49,NO,AND
AIRA_49,NO,ARM
AIRA_49,YES,AUT
AIRA_49,NO,AZE
AIRA_49,NO,BLR
AIRA_49,YES,BEL
AIRA_49,DNK,BGR
AIRA_49,YES,HRV
AIRA_49,NO,CYP
AIRA_49,YES,CZE
AIRA_49,DNK,DNK
AIRA_49,NO,EST
AIRA_49,YES,FIN
AIRA_49,YES,FRA
AIRA_49,DNK,GEO
AIRA_49,DNK,DEU
AIRA_49,NO,GRC
AIRA_49,NO,HUN
AIRA_49,YES,ISL
AIRA_49,DNK,IRL
AIRA_49,YES,ISR
AIRA_49,YES,ITA
AIRA_49,NO,KAZ
AIRA_49,NO,KGZ
AIRA_49,YES,LVA
AIRA_49,NO,LTU
AIRA_49,DNK,LUX
AIRA_49,NO,MLT
AIRA_49,NO,MNE
AIRA_49,NO,NLD
AIRA_49,YES,MKD
AIRA_49,DNK,NOR
AIRA_49,YES,POL
AIRA_49,YES,PRT
AIRA_49,NO,MDA
AIRA_49,DNK,ROU
AIRA_49,YES,RUS
AIRA_49,YES,SMR
AIRA_49,YES,SRB
AIRA_49,DNK,SVK
AIRA_49,DNK,SVN
AIRA_49,YES,ESP
AIRA_49,DNK,SWE
AIRA_49,DNK,CHE
AIRA_49,NO,TUR
AIRA_49,NO,TJK
AIRA_49,DNK,UKR
AIRA_49,YES,GBR
AIRA_49,YES,UZB
AIRA_49,,BIH
AIRA_49,,MCO
AIRA_49,,TKM
AIRA_50,DNK,ALB
AIRA_50,NO,AND
AIRA_50,YES,ARM
AIRA_50,YES,AUT
AIRA_50,NO,AZE
AIRA_50,NO,BLR
AIRA_50,YES,BEL
AIRA_50,NO,BGR
AIRA_50,YES,HRV
AIRA_50,NO,CYP
AIRA_50,YES,CZE
AIRA_50,YES,DNK
AIRA_50,YES,EST
AIRA_50,YES,FIN
AIRA_50,YES,FRA
AIRA_50,DNK,GEO
AIRA_50,DNK,DEU
AIRA_50,NO,GRC
AIRA_50,YES,HUN
AIRA_50,YES,ISL
AIRA_50,YES,IRL
AIRA_50,YES,ISR
AIRA_50,YES,ITA
AIRA_50,YES,KAZ
AIRA_50,NO,KGZ
AIRA_50,YES,LVA
AIRA_50,YES,LTU
AIRA_50,YES,LUX
AIRA_50,YES,MLT
AIRA_50,NO,MNE
AIRA_50,YES,NLD
AIRA_50,YES,MKD
AIRA_50,YES,NOR
AIRA_50,YES,POL
AIRA_50,YES,PRT
AIRA_50,NO,MDA
AIRA_50,DNK,ROU
AIRA_50,YES,RUS
AIRA_50,NO,SMR
AIRA_50,YES,SRB
AIRA_50,NO,SVK
AIRA_50,DNK,SVN
AIRA_50,YES,ESP
AIRA_50,YES,SWE
AIRA_50,NO,CHE
AIRA_50,YES,TUR
AIRA_50,YES,TJK
AIRA_50,YES,UKR
AIRA_50,YES,GBR
AIRA_50,NO,UZB
AIRA_50,,BIH
AIRA_50,,MCO
AIRA_50,,TKM
AIRA_51,DNK,ALB
AIRA_51,NO,AND
AIRA_51,DNK,ARM
AIRA_51,YES,AUT
AIRA_51,NO,AZE
AIRA_51,NO,BLR
AIRA_51,DNK,BEL
AIRA_51,NO,BGR
AIRA_51,YES,HRV
AIRA_51,NO,CYP
AIRA_51,YES,CZE
AIRA_51,YES,DNK
AIRA_51,YES,EST
AIRA_51,YES,FIN
AIRA_51,YES,FRA
AIRA_51,DNK,GEO
AIRA_51,DNK,DEU
AIRA_51,NO,GRC
AIRA_51,YES,HUN
AIRA_51,NO,ISL
AIRA_51,NO,IRL
AIRA_51,YES,ISR
AIRA_51,YES,ITA
AIRA_51,NO,KAZ
AIRA_51,NO,KGZ
AIRA_51,DNK,LVA
AIRA_51,DNK,LTU
AIRA_51,DNK,LUX
AIRA_51,NO,MLT
AIRA_51,NO,MNE
AIRA_51,YES,NLD
AIRA_51,DNK,MKD
AIRA_51,DNK,NOR
AIRA_51,YES,POL
AIRA_51,NO,PRT
AIRA_51,NO,MDA
AIRA_51,DNK,ROU
AIRA_51,YES,RUS
AIRA_51,NO,SMR
AIRA_51,NO,SRB
AIRA_51,NO,SVK
AIRA_51,DNK,SVN
AIRA_51,YES,ESP
AIRA_51,YES,SWE
AIRA_51,DNK,CHE
AIRA_51,YES,TUR
AIRA_51,YES,TJK
AIRA_51,DNK,UKR
AIRA_51,YES,GBR
AIRA_51,NO,UZB
AIRA_51,,BIH
AIRA_51,,MCO
AIRA_51,,TKM
AIRA_52,DNK,ALB
AIRA_52,NO,AND
AIRA_52,NO,ARM
AIRA_52,YES,AUT
AIRA_52,NO,AZE
AIRA_52,NO,BLR
AIRA_52,YES,BEL
AIRA_52,NO,BGR
AIRA_52,NO,HRV
AIRA_52,NO,CYP
AIRA_52,YES,CZE
AIRA_52,YES,DNK
AIRA_52,YES,EST
AIRA_52,YES,FIN
AIRA_52,YES,FRA
AIRA_52,DNK,GEO
AIRA_52,DNK,DEU
AIRA_52,NO,GRC
AIRA_52,DNK,HUN
AIRA_52,YES,ISL
AIRA_52,NO,IRL
AIRA_52,YES,ISR
AIRA_52,YES,ITA
AIRA_52,YES,KAZ
AIRA_52,NO,KGZ
AIRA_52,YES,LVA
AIRA_52,DNK,LTU
AIRA_52,NO,LUX
AIRA_52,NO,MLT
AIRA_52,NO,MNE
AIRA_52,DNK,NLD
AIRA_52,DNK,MKD
AIRA_52,DNK,NOR
AIRA_52,YES,POL
AIRA_52,NO,PRT
AIRA_52,NO,MDA
AIRA_52,DNK,ROU
AIRA_52,YES,RUS
AIRA_52,NO,SMR
AIRA_52,NO,SRB
AIRA_52,YES,SVK
AIRA_52,DNK,SVN
AIRA_52,YES,ESP
AIRA_52,YES,SWE
AIRA_52,DNK,CHE
AIRA_52,NO,TUR
AIRA_52,YES,TJK
AIRA_52,DNK,UKR
AIRA_52,YES,GBR
AIRA_52,NO,UZB
AIRA_52,,BIH
AIRA_52,,MCO
AIRA_52,,TKM
AIRA_53,NO,ALB
AIRA_53,NO,AND
AIRA_53,NO,ARM
AIRA_53,YES,AUT
AIRA_53,NO,AZE
AIRA_53,NO,BLR
AIRA_53,YES,BEL
AIRA_53,NO,BGR
AIRA_53,NO,HRV
AIRA_53,NO,CYP
AIRA_53,YES,CZE
AIRA_53,YES,DNK
AIRA_53,NO,EST
AIRA_53,YES,FIN
AIRA_53,YES,FRA
AIRA_53,DNK,GEO
AIRA_53,DNK,DEU
AIRA_53,NO,GRC
AIRA_53,YES,HUN
AIRA_53,NO,ISL
AIRA_53,NO,IRL
AIRA_53,YES,ISR
AIRA_53,YES,ITA
AIRA_53,YES,KAZ
AIRA_53,NO,KGZ
AIRA_53,NO,LVA
AIRA_53,NO,LTU
AIRA_53,NO,LUX
AIRA_53,NO,MLT
AIRA_53,NO,MNE
AIRA_53,YES,NLD
AIRA_53,DNK,MKD
AIRA_53,YES,NOR
AIRA_53,YES,POL
AIRA_53,NO,PRT
AIRA_53,NO,MDA
AIRA_53,DNK,ROU
AIRA_53,YES,RUS
AIRA_53,NO,SMR
AIRA_53,NO,SRB
AIRA_53,NO,SVK
AIRA_53,DNK,SVN
AIRA_53,YES,ESP
AIRA_53,DNK,SWE
AIRA_53,DNK,CHE
AIRA_53,NO,TUR
AIRA_53,NO,TJK
AIRA_53,DNK,UKR
AIRA_53,YES,GBR
AIRA_53,NO,UZB
AIRA_53,,BIH
AIRA_53,,MCO
AIRA_53,,TKM
AIRA_54,,ALB
AIRA_54,,AND
AIRA_54,,ARM
AIRA_54,,AUT
AIRA_54,,AZE
AIRA_54,,BLR
AIRA_54,,BEL
AIRA_54,,BGR
AIRA_54,,HRV
AIRA_54,,CYP
AIRA_54,,CZE
AIRA_54,,DNK
AIRA_54,,EST
AIRA_54,,FIN
AIRA_54,,FRA
AIRA_54,,GEO
AIRA_54,,DEU
AIRA_54,,GRC
AIRA_54,,HUN
AIRA_54,,ISL
AIRA_54,,IRL
AIRA_54,,ISR
AIRA_54,,ITA
AIRA_54,,KAZ
AIRA_54,,KGZ
AIRA_54,,LVA
AIRA_54,,LTU
AIRA_54,,LUX
AIRA_54,,MLT
AIRA_54,,MNE
AIRA_54,,NLD
AIRA_54,,MKD
AIRA_54,,NOR
AIRA_54,,POL
AIRA_54,,PRT
AIRA_54,,MDA
AIRA_54,,ROU
AIRA_54,,RUS
AIRA_54,,SMR
AIRA_54,,SRB
AIRA_54,,SVK
AIRA_54,,SVN
AIRA_54,,ESP
AIRA_54,,SWE
AIRA_54,,CHE
AIRA_54,,TUR
AIRA_54,,TJK
AIRA_54,,UKR
AIRA_54,,GBR
AIRA_54,,UZB
AIRA_54,,BIH
AIRA_54,,MCO
AIRA_54,,TKM
AIRA_55,,ALB
AIRA_55,,AND
AIRA_55,,ARM
AIRA_55,,AUT
AIRA_55,,AZE
AIRA_55,,BLR
AIRA_55,,BEL
AIRA_55,,BGR
AIRA_55,,HRV
AIRA_55,,CYP
AIRA_55,,CZE
AIRA_55,,DNK
AIRA_55,,EST
AIRA_55,,FIN
AIRA_55,,FRA
AIRA_55,,GEO
AIRA_55,,DEU
AIRA_55,,GRC
AIRA_55,,HUN
AIRA_55,,ISL
AIRA_55,,IRL
AIRA_55,,ISR
AIRA_55,,ITA
AIRA_55,,KAZ
AIRA_55,,KGZ
AIRA_55,,LVA
AIRA_55,,LTU
AIRA_55,,LUX
AIRA_55,,MLT
AIRA_55,,MNE
AIRA_55,,NLD
AIRA_55,,MKD
AIRA_55,,NOR
AIRA_55,,POL
AIRA_55,,PRT
AIRA_55,,MDA
AIRA_55,,ROU
AIRA_55,,RUS
AIRA_55,,SMR
AIRA_55,,SRB
AIRA_55,,SVK
AIRA_55,,SVN
AIRA_55,,ESP
AIRA_55,,SWE
AIRA_55,,CHE
AIRA_55,,TUR
AIRA_55,,TJK
AIRA_55,,UKR
AIRA_55,,GBR
AIRA_55,,UZB
AIRA_55,,BIH
AIRA_55,,MCO
AIRA_55,,TKM
AIRA_56,,ALB
AIRA_56,,AND
AIRA_56,,ARM
AIRA_56,,AUT
AIRA_56,,AZE
AIRA_56,,BLR
AIRA_56,,BEL
AIRA_56,,BGR
AIRA_56,,HRV
AIRA_56,,CYP
AIRA_56,,CZE
AIRA_56,,DNK
AIRA_56,,EST
AIRA_56,,FIN
AIRA_56,,FRA
AIRA_56,,GEO
AIRA_56,,DEU
AIRA_56,,GRC
AIRA_56,,HUN
AIRA_56,,ISL
AIRA_56,,IRL
AIRA_56,,ISR
AIRA_56,,ITA
AIRA_56,,KAZ
AIRA_56,,KGZ
AIRA_56,,LVA
AIRA_56,,LTU
AIRA_56,,LUX
AIRA_56,,MLT
AIRA_56,,MNE
AIRA_56,,NLD
AIRA_56,,MKD
AIRA_56,,NOR
AIRA_56,,POL
AIRA_56,,PRT
AIRA_56,,MDA
AIRA_56,,ROU
AIRA_56,,RUS
AIRA_56,,SMR
AIRA_56,,SRB
AIRA_56,,SVK
AIRA_56,,SVN
AIRA_56,,ESP
AIRA_56,,SWE
AIRA_56,,CHE
AIRA_56,,TUR
AIRA_56,,TJK
AIRA_56,,UKR
AIRA_56,,GBR
AIRA_56,,UZB
AIRA_56,,BIH
AIRA_56,,MCO
AIRA_56,,TKM
AIRA_57,,ALB
AIRA_57,,AND
AIRA_57,,ARM
AIRA_57,,AUT
AIRA_57,,AZE
AIRA_57,,BLR
AIRA_57,,BEL
AIRA_57,,BGR
AIRA_57,,HRV
AIRA_57,,CYP
AIRA_57,,CZE
AIRA_57,,DNK
AIRA_57,,EST
AIRA_57,,FIN
AIRA_57,,FRA
AIRA_57,,GEO
AIRA_57,,DEU
AIRA_57,,GRC
AIRA_57,,HUN
AIRA_57,,ISL
AIRA_57,,IRL
AIRA_57,,ISR
AIRA_57,,ITA
AIRA_57,,KAZ
AIRA_57,,KGZ
AIRA_57,,LVA
AIRA_57,,LTU
AIRA_57,,LUX
AIRA_57,,MLT
AIRA_57,,MNE
AIRA_57,,NLD
AIRA_57,,MKD
AIRA_57,,NOR
AIRA_57,,POL
AIRA_57,,PRT
AIRA_57,,MDA
AIRA_57,,ROU
AIRA_57,,RUS
AIRA_57,,SMR
AIRA_57,,SRB
AIRA_57,,SVK
AIRA_57,,SVN
AIRA_57,,ESP
AIRA_57,,SWE
AIRA_57,,CHE
AIRA_57,,TUR
AIRA_57,,TJK
AIRA_57,,UKR
AIRA_57,,GBR
AIRA_57,,UZB
AIRA_57,,BIH
AIRA_57,,MCO
AIRA_57,,TKM
AIRA_58,,ALB
AIRA_58,,AND
AIRA_58,,ARM
AIRA_58,,AUT
AIRA_58,,AZE
AIRA_58,,BLR
AIRA_58,,BEL
